INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,CAT_GAMBLING_Low,CAT_GAMBLING_No,DEFAULT
-0.7772404843167414,-0.9333514984244067,-0.26333864263228873,-1.0245492329718833,1.6991669340045161,-0.2781444317283388,-0.6593268219164521,-0.4927934570617685,0.19266042302183725,0.03309750831831603,-0.49206675087583035,-0.32023318492059927,-0.5103617906676866,-0.5103186458176446,1.0382637821493639,-0.5228983707873462,0.35544047961855835,-0.19869168983449934,-0.9039946851194312,-0.8671145812405563,-0.6384061734875663,-0.5509024754308726,-0.37989767990456647,-0.3740273553099588,-0.19473393758906868,-0.16345463878078428,2.1074716472090453,-0.20940460194915647,0.6552234970147354,-0.12529171031656094,-0.223909013914548,-0.24779196921992883,-1.048772050852784,0.640615823180897,-0.2891332615982624,-0.24540114195293414,-0.686467629348998,-0.6378055012587981,1.0224914492076302,-0.1201013328637928,-0.49684918799771094,-0.3922966986587216,-0.952110506615776,-0.7852595213896507,-0.6312931279092039,-0.9451896719452347,-0.41953204058925136,-0.3498313172057447,-0.45520847778642126,-0.45524545534777455,-0.868303897465763,-0.01992100146332328,-0.40084551699515725,-0.28903335121267965,-0.8858494931765045,-0.8800643030191926,0.8162658639987297,-1.3141209180401758,0.6210647702998057,-0.44649838003498266,-0.38736725553815865,-0.23487251343313234,0.8411023829695441,1.2951984387279505,-0.42051981843576103,-0.3006758590101096,-0.9230200106975021,-0.9225815114484843,0.7069939470391216,-1.0331638920670199,0.6113256700954808,-0.4348722289867543,-0.7966075943927815,-0.7016349261460895,0.8424107181321306,0.3338788061260492,-0.5622405357482205,-0.41792772897675545,0.24356115022372757,-0.555788200270759,-0.45737276132856924,-11.910379626911263,-0.42008402520840293,-2.2516112563355604,-0.36224538569457804,-1.27733274731701,1
-0.3910970143599656,-0.7273697319308365,-0.4841234570108615,-0.7265748076382869,-0.33833449364293466,-0.1433705694119065,-0.13423366948271717,-0.6557992410120466,-1.8470296145805638,0.5284416141444158,0.16119894109446264,-0.14374852896610385,-0.5103617906676866,-0.5103186458176446,-1.213935311450117,-0.5228983707873462,-0.2241708893952443,-0.19869168983449934,0.24089379068613717,0.10157587754315918,-0.6751766706032262,0.4095282439089756,-0.05236070811023515,-0.16814600163206378,-0.19473393758906868,-0.16345463878078428,1.0259732849540486,-0.20940460194915647,-0.11927236234074379,-0.12529171031656094,-0.48626484641108914,-0.4832746181546344,0.526918042617907,-0.562684604114871,-0.2891332615982624,-0.3904304206826243,-0.6669340429332405,-0.6734084292839535,-0.9189347275213522,-0.9987735791811319,-0.24444940757933434,-0.35852549151726165,-0.9244484658674004,-0.7527569232253515,-1.0830296877136236,-1.0226635094691998,-0.4285696864696113,-0.34346759808243776,0.2903399926514011,0.2903250044665565,-0.0008674364615108154,1.0753731913117806,0.8717498219200002,-0.0934358907651035,-0.4606771466494414,-0.4604310829793084,-0.03307844441924425,0.026770691469547855,0.33905529363552284,-0.1628386787038419,-0.3219836540797732,-0.6074304298094766,-1.8604485820888048,-0.1048161895266873,-0.13862503228748693,-0.23902040522199286,-0.6197184525273409,-0.6217463980907164,-1.2308606359826786,-0.6881945189889304,-0.03843837380397645,-0.34400882969992724,-0.38323648470618216,-0.5846749372033266,-1.9392678620611576,-0.20429639982601858,-0.08873091387176196,-0.2949616097718019,0.24356115022372757,-0.555788200270759,-0.45737276132856924,0.08396038004871995,-0.42008402520840293,0.6040815893728345,-0.36224538569457804,0.7828813612588126,0
-0.7979338116046344,-0.8844645146388469,-0.2607298567006314,-0.8480539734241446,1.9215810422025905,1.1231819239121885,-0.7571553247368884,-0.5094067563852381,1.22267845946694,-0.4835517203390141,0.05573441715568496,-0.33563117503743445,-0.5103617906676866,-0.5103186458176446,-0.11402412620385625,-0.5228983707873462,-0.2241708893952443,-0.19869168983449934,-0.8601406753591021,-0.775265359868487,1.1409661434572158,-0.3709588676946939,-0.09081295969053212,-0.3698084751116413,0.06977035433692257,0.24348637063195663,0.8363962757877457,0.6541195297999421,0.38712877646860794,0.0024266488236642687,-0.24628818622194526,-0.24623505914432745,-0.16232671272771762,0.6192915118110986,0.5861869885955762,-0.26280465540049697,-0.7132416651295296,-0.6703040867858473,0.8493372226345044,-0.1831047205638839,0.38544882278415354,-0.3967995262775829,-0.8446613551373916,-0.6709094714843437,-0.14658309658621302,-0.5201903346709117,0.38707785423287866,-0.3420534382772585,-0.46902010849204956,-0.46916689546878904,-4.338049741482772,-0.03074763269339014,0.5046003854137857,-0.2907268357187192,-0.8858494931765045,-0.8800643030191926,0.394298627969416,-1.3141209180401758,-0.6761788223558957,-0.44649838003498266,-0.43822737440006376,-0.3330132214792967,0.485913948554236,1.203760618304934,0.5228558832033032,-0.3079532240473955,-0.9350633327565053,-0.9345644614564457,0.868481828957585,-1.0447920731820117,0.11879315868481351,-0.4361169330865739,-0.8229736649007919,-0.7351094047934005,0.7181950305186277,0.3338788061260492,0.31718724091936756,-0.4215466441944341,0.24356115022372757,-0.555788200270759,-0.45737276132856924,0.08396038004871995,-0.42008402520840293,-1.8571785428399257,-0.36224538569457804,-1.27733274731701,1
-0.3603121707458764,-0.7875941046647249,-0.16467252439440108,-0.8228403649173248,0.2962471746012785,0.2313859885322248,0.00462400050421351,0.04293658347505641,0.35076607223748474,0.7841030881191774,0.596368093269031,-0.2325830873324606,0.11295966852758685,0.11368398216535407,0.40974310486579457,0.2149390749733976,0.05737822290348317,-0.08124971421712039,-0.06584199028942352,-0.14873699310893537,-0.5920433727765161,-0.005951305660737991,-0.018931498403040023,-0.30821282421620544,-0.19473393758906868,-0.16345463878078428,-2.6613345206385057,-0.20940460194915647,-0.11927236234074379,-0.12529171031656094,1.0714853974145275,1.0954321985051438,0.09039636423234429,2.3831166951129963,1.616068291976795,0.32891480181663896,-0.7021986776091547,-0.6764157610789939,0.15147321856706042,-1.125905415075958,-0.18630495554578164,-0.4008520711345581,-0.6231768520024379,-0.5503543801113069,-0.38163684355431055,-0.5910235575499655,0.17921199898459866,-0.330740159835824,0.08232676906865907,0.08238730361140371,-0.0008674364615108154,0.5764459354595298,0.9882150203475033,-0.22764453786874336,-0.5248947641177967,-0.4914363715045225,1.1976593273329157,-0.22464648531352546,0.5458622431893302,-0.32492993660735087,-0.18780901870767416,-0.21711030119077354,-0.08785198396280032,0.14003397405050277,0.07238318753778723,-0.28814261922367274,-0.7205020423895261,-0.7198173836821901,0.4916767711477772,-1.0564202542970034,0.018392300589562125,-0.4124675551900024,-0.2653850819635321,-0.28181920742720523,-0.1764088610816492,0.3338788061260492,0.2072433791576209,-0.3673399141253751,0.24356115022372757,-0.555788200270759,-0.45737276132856924,0.08396038004871995,-0.42008402520840293,-0.43722077425564093,-0.36224538569457804,-1.27733274731701,0
0.2495251114110185,1.715197189987078,1.639472110809385,0.9467011073083026,1.6991669340045161,-0.22769735038813987,-0.6474323728030384,-0.6145591685737868,-1.2379201831519164,-1.128031685983725,-0.4746599847888476,-0.35221362593248773,-0.5103617906676866,-0.5103186458176446,0.25261293554491676,-0.5228983707873462,-0.2241708893952443,-0.19869168983449934,-0.7322937187281615,-0.7150274657928609,-0.5025152058862119,-0.972233849642413,-0.37227651292468783,-0.3892153240239019,-0.19473393758906868,-0.16345463878078428,-0.6074669969770107,-0.20940460194915647,-0.11927236234074379,-0.12529171031656094,-0.13978730372334935,-0.1282991209175245,0.19952678382873548,-0.2093103014153543,-0.26547595753896946,-0.34982222263831103,0.8743961491794625,0.586081528619571,-1.1847876814518075,0.8508258740143932,-0.3660241709222173,-0.36798142951687046,0.4014477185751517,-0.02263037718914095,-0.5742961271413884,-0.048706694882209516,-0.3991973373584413,-0.33215431964100334,1.7620335494993007,1.7620201029738016,-0.0008674364615108154,1.7303843807308292,-0.14234958877801587,-0.2373820737784712,-0.03658227692553863,-0.11809871926256078,-1.2665211343510805,0.06343569641707932,-0.5163734522461353,-0.3744578209667564,-0.10041675516077622,-0.19472811960254865,-0.2818952730939263,-0.4827591806084909,-0.3900309727054384,-0.3449464963202655,0.5676580236320206,0.5661423566458786,-0.2619333444717785,0.5521447999435265,-0.4627740759423974,-0.40250992239144606,0.3587912810832436,0.17094920549964351,-0.6544510528063417,-0.20429639982601858,-0.4906477523053811,-0.42231662615564236,0.24356115022372757,1.7992465466392369,2.1864004255417733,0.08396038004871995,2.3804761428476167,-1.794069308680624,-0.36224538569457804,-1.27733274731701,0
0.5281195878443231,-0.16746219579927984,0.9217940819534542,-0.553886802975078,0.5585931696096839,-0.051683818505945375,0.6179231800711287,-0.30418364709531975,-1.2205412780102503,0.1982122102603493,-0.14597928396993845,-0.28114597923940227,0.2939239631326662,0.29651816074818305,0.9335103359354453,-0.09992562257651692,-0.15481568284658415,-0.14164844453462955,0.6114319063037972,0.4336983205547188,-0.5760562001175333,-0.34608861296692933,-0.2683515086536149,-0.34407330590190444,-0.19473393758906868,-0.16345463878078428,-0.7910978637893892,-0.20940460194915647,-0.11927236234074379,-0.12529171031656094,-0.48626484641108914,-0.4832746181546344,0.16123540853175633,-0.562684604114871,-0.2891332615982624,-0.3904304206826243,0.3516252871300172,0.39574652920443465,0.5572487798293343,-0.22585701936037414,-0.17485226044826366,-0.36753114675498433,0.38564083814750844,-0.5361714281850672,-1.6577101913230003,-0.2523522106594893,-0.048988559494491345,-0.3229622809073378,1.090575810579525,1.090586836184873,-0.0008674364615108154,0.6865166862985435,0.24113338165400697,-0.23611196039894145,0.8141934068498518,0.46208243314076086,-2.7434064604536723,0.9591093887067776,0.418957978690403,-0.23487923777206812,-0.8871147057282018,-0.747958235252179,0.6671325375416379,-1.4367604403553016,-0.42051981843576103,-0.3685979326914447,0.7338875609990524,0.7345343383367048,0.11487171333802923,0.3118290569003631,0.007026165710854356,-0.37263702399577686,0.18788264546881936,0.006306146253516709,-0.7774120365045563,-1.6394302823648668,-0.3424143709379198,-0.4110748895220022,0.24356115022372757,-0.555788200270759,-0.45737276132856924,0.08396038004871995,-0.42008402520840293,0.14653964171789835,-0.36224538569457804,0.7828813612588126,0
-0.5343050450848953,-0.8370842131462807,-0.4149274482876604,-0.8480539734241446,0.03961551129580819,0.1866898148699103,-0.5565534357567316,-0.6546265375303899,-1.741484556525078,-0.315773878043077,0.14686395725812393,-0.2799615184611842,-0.5103617906676866,-0.5103186458176446,1.8762913518608284,-0.5228983707873462,-0.2241708893952443,-0.19869168983449934,-0.3228281027339296,-0.3715086644426694,-0.6256164353603797,0.007946777863601108,0.037188003903339296,-0.28543087114529087,3.3246426133150924,2.922514682599168,-0.6679777397551852,5.475462598732411,3.217017493344397,1.4073285993661413,-0.48626484641108914,-0.4832746181546344,2.108351842383144,-0.562684604114871,-0.2891332615982624,-0.3904304206826243,-0.7719986930681281,-0.7581957837634791,-0.6600779039574882,-1.1675326533778039,-0.1651615184426715,-0.39544867799192446,-0.6459462869041621,-0.3887278237852012,1.0545933658760087,-0.4493571117918578,0.48875137038692856,-0.31801272158921023,-0.07860389154186014,-0.07859315874032721,-0.0008674364615108154,0.6080236098805584,1.2225657245004065,-0.2052058681637184,-0.5817855393246617,-0.5793554773225954,-0.0060292626224934445,-0.0989378969219889,0.8795734572420648,-0.2799045871897095,-0.06368910205621539,0.1157069079968588,0.9180505838318873,1.0234249169150949,0.4583211597407871,-0.21314532953386522,-0.8024283253435351,-0.8021213297895039,0.2763595952564926,-1.0409160128103478,0.12258187031104939,-0.4012652182916265,-0.48707530745945593,-0.40243168744539415,0.6165640133803073,0.3338788061260492,0.31718724091936756,-0.3438554643085242,0.24356115022372757,-0.555788200270759,-0.45737276132856924,0.08396038004871995,-0.42008402520840293,-0.10589729491930781,-0.36224538569457804,0.7828813612588126,0
0.8730259723426148,-0.5112477903049598,1.4619839713832825,-0.811191677787174,0.6857969307214288,0.3600632927611174,-0.32601495574955597,-0.4288811173114797,-0.697902496554772,-0.9522644226260766,-0.2514438079087161,-0.3380000965938706,-0.5103617906676866,-0.5103186458176446,1.1953939514702998,-0.5228983707873462,-0.2241708893952443,-0.19869168983449934,1.7431561029363756,1.4167698981943269,-0.5344895512041774,-0.03813634119078612,-0.04768408291803686,-0.33057288926728834,-0.19473393758906868,-0.16345463878078428,-0.5403105656856266,-0.20940460194915647,-0.11927236234074379,-0.12529171031656094,-0.48626484641108914,-0.4832746181546344,-1.0545157571473303,-0.562684604114871,-0.2891332615982624,-0.3904304206826243,0.5259169675223492,0.013330337718977223,-3.0212719026819257,-0.3271124638783771,0.1660856628393864,-0.37653680199270695,0.6573686397846139,-0.7852595213896507,0.14970709748780145,-0.2678469781642823,0.5294207768485486,-0.3257906005176964,-0.6232965826492499,-0.6232971253800208,-0.0008674364615108154,-0.8355272207950315,-0.40084551699515725,-0.3127421342972343,1.6123882226310184,0.7640654487767504,-4.54758688629695,1.435754453024687,2.2379191031750274,-0.21236656306324744,0.8583844641749413,-0.4017296587401394,-2.0349760231751337,0.0008452918510211601,0.004291432073400105,-0.3117940555948519,1.870713777463387,1.8814287904144844,0.9761404169032272,1.1374299160647796,1.251617934929348,-0.35272175839866404,0.7347544072302042,-0.08372173816604996,-2.732240736523114,-1.0325770523309066,-0.002610274115500176,-0.4073019779120819,0.24356115022372757,1.7992465466392369,-0.45737276132856924,0.08396038004871995,-0.42008402520840293,0.14653964171789835,-0.36224538569457804,0.7828813612588126,0
-0.37827806118885154,-0.7912851374484604,-0.69362832940603,-0.8228403649173248,-0.7987145888353947,-0.24536723770930818,-0.1216709928910218,-0.21896719409493462,-0.2460509628714472,0.5231153334366085,0.47042502099262645,0.27436612574488195,-0.5103617906676866,-0.5103186458176446,-0.8472982497013442,-0.5228983707873462,-0.2241708893952443,-0.19869168983449934,0.7809522865743874,0.7641927123750453,0.3352126414444847,1.0012940108137258,0.27916005551448736,0.5186876946540286,-0.19473393758906868,-0.16345463878078428,-0.5689919582163222,-0.20940460194915647,-0.11927236234074379,-0.12529171031656094,1.854756428173432,1.7392145147663058,-0.5394967594029617,3.9763473874565065,2.6491039025659195,5.787816853202177,-0.5211353539260267,-0.4669696531598913,0.933290787033596,-0.6117527690234307,0.06521384832663203,-0.10501629657536932,-0.48674841974004074,-0.3284502780986828,0.4149080184157352,-0.3718832742678927,0.4593790212757587,-0.17447550136351028,0.500030742230778,0.5000305072418382,-0.0008674364615108154,1.469643011940051,1.8673852377453635,0.4599101715833423,-0.31090787101015666,-0.2608079924745052,1.2030691636922652,0.4615128929902785,1.3166881460717035,0.643115075871939,-0.8871147057282018,-0.747958235252179,-0.4062391049222052,-1.4367604403553016,-0.42051981843576103,-0.3685979326914447,-0.5186179331372872,-0.5179992782849453,0.2763595952564926,-0.4013660514857998,0.41999573297056764,-0.06270570314070917,-0.28827603263417717,-0.26443977187050777,0.12346537467216012,0.3338788061260492,0.2072433791576209,0.0839465133387655,0.24356115022372757,-0.555788200270759,-0.45737276132856924,0.08396038004871995,-0.42008402520840293,0.8091866003905646,-0.36224538569457804,-1.27733274731701,0
0.4609366596256364,2.461154012022436,-0.38667613095041997,1.1529988521111023,-0.6338544083279607,-0.33334718594620805,-0.5334327650081858,-0.5187883842384915,-0.7123142715503002,-1.0454743350127085,-0.47261212995508495,-0.2799615184611842,-0.5103617906676866,-0.5103186458176446,0.3573663817588353,-0.5228983707873462,-0.2241708893952443,-0.19869168983449934,-0.4505135344670421,-0.32415950896430573,1.4942826592207348,-0.8603177033674726,-0.36985159615836277,-0.3094784882757007,-0.19473393758906868,-0.16345463878078428,1.668506432257551,-0.20940460194915647,-0.11927236234074379,-0.12529171031656094,-0.03448530545550688,-0.042279839240549406,-0.277200838618655,-0.16666167867575746,-0.26547595753896946,-0.07136600747730594,1.4513922471190506,1.262634171800591,-0.390726884843737,1.206344990322049,-0.3625002647383656,0.06924313227456376,0.11692387087757312,-0.694252246529613,-1.9507030382451578,-0.3940186564175969,-0.4534232126406013,-0.250840130843193,2.2621599666294205,2.2620870711302423,-0.0008674364615108154,1.840455131569843,-0.1572628154059279,0.21858862947269647,0.047891904442230626,0.041175023161484324,-0.03848828077859381,-0.009894313477983797,-0.5398742419681589,0.026267788850251966,-0.21406300647823476,-0.6826058533402679,-2.3862612879814824,-0.7331972109893096,-0.40019392128221265,-0.25013860180673525,0.9074064775070599,0.9199547226704233,1.7297505325228426,0.6606744903501164,-0.47224585500798716,-0.07888685643836334,0.603675128977583,0.23996523191936928,-1.1801719933119743,-0.20429639982601858,-0.49741921075655254,-0.16991653927158623,0.24356115022372757,-0.555788200270759,2.1864004255417733,0.08396038004871995,2.3804761428476167,0.7776319833109138,-0.36224538569457804,-1.27733274731701,0
